,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0.4463504035345031,"[89, 101, 115]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[83, 97, 108, 101, 115]",-1.0109093429124179,-0.8916882501868245,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",-0.6605306743650393,1.3831382668932737,0.3796721288811475,-0.05778754527941421,"[83, 97, 108, 101, 115, 32, 69, 120, 101, 99, 117, 116, 105, 118, 101]",1.1532535902386967,"[83, 105, 110, 103, 108, 101]",2.1251359240839385,"[89, 101, 115]",-1.1505541015749308,-0.42623001504290287,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546
1,1.3223652142096962,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 70, 114, 101, 113, 117, 101, 110, 116, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.14714972001373974,-1.8684257522543597,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",0.2546249253678617,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,"[82, 101, 115, 101, 97, 114, 99, 104, 32, 83, 99, 105, 101, 110, 116, 105, 115, 116]",-0.6608531809232983,"[77, 97, 114, 114, 105, 101, 100]",-0.6780493930322936,"[78, 111]",2.1293060069870897,2.346151056253851,1.1914379855160337,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012
2,0.008342998196906572,"[89, 101, 115]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.8875151110697495,-0.8916882501868245,"[79, 116, 104, 101, 114]",1.1697805251007627,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,"[76, 97, 98, 111, 114, 97, 116, 111, 114, 121, 32, 84, 101, 99, 104, 110, 105, 99, 105, 97, 110]",0.24620020465769926,"[83, 105, 110, 103, 108, 101]",1.3242258334793007,"[89, 101, 115]",-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289
3,-0.42966440714069,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 70, 114, 101, 113, 117, 101, 110, 116, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.7641208792270812,1.0617867539482457,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",1.1697805251007627,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,"[82, 101, 115, 101, 97, 114, 99, 104, 32, 83, 99, 105, 101, 110, 116, 105, 115, 116]",0.24620020465769926,"[77, 97, 114, 114, 105, 101, 100]",-0.6780493930322936,"[89, 101, 115]",-1.1505541015749308,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289
4,-1.0866755151470848,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.8875151110697495,-1.8684257522543597,"[77, 101, 100, 105, 99, 97, 108]",-1.5756862740979403,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,"[76, 97, 98, 111, 114, 97, 116, 111, 114, 121, 32, 84, 101, 99, 104, 110, 105, 99, 105, 97, 110]",-0.6608531809232983,"[77, 97, 114, 114, 105, 101, 100]",2.5255909693862573,"[78, 111]",-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631
5,-0.5391662584750891,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 70, 114, 101, 113, 117, 101, 110, 116, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.8875151110697495,-0.8916882501868245,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",1.1697805251007627,0.645040522822686,0.3796721288811475,-0.9614863916702531,"[76, 97, 98, 111, 114, 97, 116, 111, 114, 121, 32, 84, 101, 99, 104, 110, 105, 99, 105, 97, 110]",1.1532535902386967,"[83, 105, 110, 103, 108, 101]",-1.0785044383346125,"[78, 111]",-0.6039107501479274,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683
6,2.4173837275536876,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",-0.7641208792270812,0.08504925188071055,"[77, 101, 100, 105, 99, 97, 108]",0.2546249253678617,0.743453555365431,1.7855109940078144,-0.9614863916702531,"[76, 97, 98, 111, 114, 97, 116, 111, 114, 121, 32, 84, 101, 99, 104, 110, 105, 99, 105, 97, 110]",-1.5679065665042957,"[77, 97, 114, 114, 105, 101, 100]",0.523315742874663,"[89, 101, 115]",1.3093409798465847,2.346151056253851,-1.584178240646517,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289
7,-0.7581699611438873,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",1.827157989468953,-1.8684257522543597,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",1.1697805251007627,0.05456232756621595,0.3796721288811475,-0.9614863916702531,"[76, 97, 98, 111, 114, 97, 116, 111, 114, 121, 32, 84, 101, 99, 104, 110, 105, 99, 105, 97, 110]",0.24620020465769926,"[68, 105, 118, 111, 114, 99, 101, 100]",-0.6780493930322936,"[78, 111]",1.855984331273588,2.346151056253851,-0.6589728319256667,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289
8,0.11784484953130571,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 70, 114, 101, 113, 117, 101, 110, 116, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",1.7037637576262845,0.08504925188071055,"[76, 105, 102, 101, 32, 83, 99, 105, 101, 110, 99, 101, 115]",1.1697805251007627,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,"[77, 97, 110, 117, 102, 97, 99, 116, 117, 114, 105, 110, 103, 32, 68, 105, 114, 101, 99, 116, 111, 114]",0.24620020465769926,"[83, 105, 110, 103, 108, 101]",-1.0785044383346125,"[78, 111]",1.5826626555600865,2.346151056253851,-0.6589728319256667,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534
9,-0.10115885313749257,"[78, 111]","[84, 114, 97, 118, 101, 108, 95, 82, 97, 114, 101, 108, 121]","[82, 101, 115, 101, 97, 114, 99, 104, 32, 38, 32, 68, 101, 118, 101, 108, 111, 112, 109, 101, 110, 116]",2.197340684996958,0.08504925188071055,"[77, 101, 100, 105, 99, 97, 108]",0.2546249253678617,1.3831382668932737,0.3796721288811475,-0.05778754527941421,"[72, 101, 97, 108, 116, 104, 99, 97, 114, 101, 32, 82, 101, 112, 114, 101, 115, 101, 110, 116, 97, 116, 105, 118, 101]",0.24620020465769926,"[77, 97, 114, 114, 105, 101, 100]",1.3242258334793007,"[78, 111]",-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012
